ad_id,user_id,car_id,title,negotiable,description,post_date
156,22,17,2019 Daihatsu Ayla Hatchback,False,Warna: Coklat Jarak tempuh: 70901 Tipe mobil: Automatic Harga: 120000000 Bisa nego: Tidak,2022-06-15 04:46:06
157,54,38,2009 Honda CR-V SUV,True,Warna: Hijau Jarak tempuh: 13812 Tipe mobil: Automatic Harga: 116000000 Bisa nego: Iya,2022-11-12 09:14:25
158,55,47,2018 Suzuki Ertiga MPV,True,Warna: Merah Jarak tempuh: 72115 Tipe mobil: Manual Harga: 178000000 Bisa nego: Iya,2022-12-01 19:28:41
159,15,41,2018 Honda Civic Hatchback,False,Warna: Kuning Jarak tempuh: 18119 Tipe mobil: Manual Harga: 350000000 Bisa nego: Tidak,2022-05-13 16:25:43
160,35,39,2016 Honda CR-V SUV,False,Warna: Silver Jarak tempuh: 76815 Tipe mobil: Automatic Harga: 269000000 Bisa nego: Tidak,2022-05-21 01:49:22
161,76,44,2013 Honda Civic Sedan,False,Warna: Abu-abu Jarak tempuh: 64671 Tipe mobil: Automatic Harga: 179000000 Bisa nego: Tidak,2022-12-09 11:46:44
162,15,25,2018 Daihatsu Terios SUV,True,Warna: Merah Jarak tempuh: 42182 Tipe mobil: Automatic Harga: 201000000 Bisa nego: Iya,2022-10-11 13:04:54
163,97,24,2017 Daihatsu Terios SUV,True,Warna: Putih Jarak tempuh: 49184 Tipe mobil: Automatic Harga: 166000000 Bisa nego: Iya,2022-07-22 21:15:40
164,16,12,2019 Toyota Calya Wagon,True,Warna: Hitam Jarak tempuh: 67600 Tipe mobil: Manual Harga: 137000000 Bisa nego: Iya,2022-09-10 16:09:05
165,41,39,2016 Honda CR-V SUV,True,Warna: Kuning Jarak tempuh: 10398 Tipe mobil: Automatic Harga: 269000000 Bisa nego: Iya,2022-08-22 05:06:41
166,34,15,2016 Toyota Calya Wagon,False,Warna: Abu-abu Jarak tempuh: 45945 Tipe mobil: Automatic Harga: 107000000 Bisa nego: Tidak,2022-04-26 16:54:41
167,84,11,2019 Toyota Calya Wagon,False,Warna: Oranye Jarak tempuh: 43359 Tipe mobil: Manual Harga: 130000000 Bisa nego: Tidak,2022-10-30 20:14:01
168,20,24,2017 Daihatsu Terios SUV,False,Warna: Silver Jarak tempuh: 11885 Tipe mobil: Manual Harga: 166000000 Bisa nego: Tidak,2022-12-26 05:33:57
169,34,45,2019 Honda Civic Hatchback,False,Warna: Hijau Jarak tempuh: 52973 Tipe mobil: Manual Harga: 397500000 Bisa nego: Tidak,2022-02-24 19:14:06
170,42,32,2019 Honda Jazz Hatchback,True,Warna: Merah Jarak tempuh: 30433 Tipe mobil: Automatic Harga: 250000000 Bisa nego: Iya,2022-10-31 06:42:53
171,25,49,2012 Suzuki Ertiga MPV,False,Warna: Merah Jarak tempuh: 39285 Tipe mobil: Automatic Harga: 100000000 Bisa nego: Tidak,2022-11-14 04:52:38
172,97,17,2019 Daihatsu Ayla Hatchback,False,Warna: Coklat Jarak tempuh: 60419 Tipe mobil: Automatic Harga: 120000000 Bisa nego: Tidak,2022-08-20 11:28:04
173,49,23,2019 Daihatsu Terios SUV,False,Warna: Hitam Jarak tempuh: 39771 Tipe mobil: Manual Harga: 189900000 Bisa nego: Tidak,2022-10-24 00:45:08
174,6,36,2018 Honda CR-V SUV,False,Warna: Oranye Jarak tempuh: 33130 Tipe mobil: Manual Harga: 415000000 Bisa nego: Tidak,2022-01-21 17:34:19
175,31,41,2018 Honda Civic Hatchback,True,Warna: Hijau Jarak tempuh: 49876 Tipe mobil: Automatic Harga: 350000000 Bisa nego: Iya,2022-02-08 00:52:52
176,72,38,2009 Honda CR-V SUV,True,Warna: Merah Jarak tempuh: 44888 Tipe mobil: Manual Harga: 116000000 Bisa nego: Iya,2022-07-23 22:20:56
177,81,19,2017 Daihatsu Ayla Hatchback,True,Warna: Putih Jarak tempuh: 23819 Tipe mobil: Automatic Harga: 115000000 Bisa nego: Iya,2022-07-30 04:15:25
178,87,24,2017 Daihatsu Terios SUV,True,Warna: Coklat Jarak tempuh: 26663 Tipe mobil: Automatic Harga: 166000000 Bisa nego: Iya,2022-10-09 00:18:41
179,20,36,2018 Honda CR-V SUV,False,Warna: Oranye Jarak tempuh: 49865 Tipe mobil: Automatic Harga: 415000000 Bisa nego: Tidak,2022-10-13 21:50:20
180,45,16,2016 Daihatsu Ayla Hatchback,True,Warna: Merah Jarak tempuh: 69255 Tipe mobil: Manual Harga: 83000000 Bisa nego: Iya,2022-05-06 09:31:22
181,4,46,2015 Suzuki Ertiga MPV,True,Warna: Silver Jarak tempuh: 18234 Tipe mobil: Manual Harga: 125000000 Bisa nego: Iya,2022-08-20 14:14:42
182,85,35,2013 Honda Jazz Hatchback,False,Warna: Coklat Jarak tempuh: 73487 Tipe mobil: Manual Harga: 178000000 Bisa nego: Tidak,2022-08-10 08:56:23
183,61,29,2014 Daihatsu Xenia MPV,True,Warna: Kuning Jarak tempuh: 74490 Tipe mobil: Manual Harga: 100000000 Bisa nego: Iya,2022-02-10 00:25:30
184,58,35,2013 Honda Jazz Hatchback,False,Warna: Oranye Jarak tempuh: 11550 Tipe mobil: Manual Harga: 178000000 Bisa nego: Tidak,2022-01-14 23:18:39
185,41,39,2016 Honda CR-V SUV,False,Warna: Silver Jarak tempuh: 43044 Tipe mobil: Automatic Harga: 269000000 Bisa nego: Tidak,2022-09-10 03:41:57
186,73,45,2019 Honda Civic Hatchback,True,Warna: Abu-abu Jarak tempuh: 54587 Tipe mobil: Automatic Harga: 397500000 Bisa nego: Iya,2022-09-10 19:35:21
187,61,32,2019 Honda Jazz Hatchback,True,Warna: Merah Jarak tempuh: 46387 Tipe mobil: Automatic Harga: 250000000 Bisa nego: Iya,2022-02-06 22:03:48
188,14,7,2014 Toyota Agya Hatchback,False,Warna: Abu-abu Jarak tempuh: 31673 Tipe mobil: Automatic Harga: 97000000 Bisa nego: Tidak,2022-09-28 11:59:04
189,41,1,2016 Toyota Yaris Hatchback,True,Warna: Kuning Jarak tempuh: 13000 Tipe mobil: Automatic Harga: 175000000 Bisa nego: Iya,2022-09-29 19:20:44
190,6,45,2019 Honda Civic Hatchback,False,Warna: Putih Jarak tempuh: 77174 Tipe mobil: Automatic Harga: 397500000 Bisa nego: Tidak,2022-05-29 01:26:48
191,24,36,2018 Honda CR-V SUV,True,Warna: Putih Jarak tempuh: 54938 Tipe mobil: Manual Harga: 415000000 Bisa nego: Iya,2022-11-20 21:48:35
192,27,11,2019 Toyota Calya Wagon,False,Warna: Merah Jarak tempuh: 46823 Tipe mobil: Manual Harga: 130000000 Bisa nego: Tidak,2022-06-09 21:36:45
193,81,39,2016 Honda CR-V SUV,False,Warna: Oranye Jarak tempuh: 75513 Tipe mobil: Manual Harga: 269000000 Bisa nego: Tidak,2022-08-05 19:49:05
194,15,5,2012 Toyota Yaris Hatchback,False,Warna: Kuning Jarak tempuh: 38834 Tipe mobil: Manual Harga: 124000000 Bisa nego: Tidak,2022-01-15 18:32:12
195,97,7,2014 Toyota Agya Hatchback,False,Warna: Kuning Jarak tempuh: 24449 Tipe mobil: Automatic Harga: 97000000 Bisa nego: Tidak,2022-03-09 15:14:56
196,42,14,2016 Toyota Calya Wagon,False,Warna: Hitam Jarak tempuh: 31989 Tipe mobil: Manual Harga: 104000000 Bisa nego: Tidak,2022-09-27 21:47:03
197,3,17,2019 Daihatsu Ayla Hatchback,False,Warna: Putih Jarak tempuh: 56213 Tipe mobil: Automatic Harga: 120000000 Bisa nego: Tidak,2022-08-22 13:03:07
198,45,5,2012 Toyota Yaris Hatchback,False,Warna: Merah Jarak tempuh: 14059 Tipe mobil: Manual Harga: 124000000 Bisa nego: Tidak,2022-07-17 11:36:45
199,4,48,2016 Suzuki Ertiga MPV,False,Warna: Hitam Jarak tempuh: 60783 Tipe mobil: Automatic Harga: 168000000 Bisa nego: Tidak,2022-07-28 17:32:59
200,68,4,2020 Toyota Yaris Hatchback,False,Warna: Oranye Jarak tempuh: 45482 Tipe mobil: Manual Harga: 220000000 Bisa nego: Tidak,2022-12-25 23:18:04
