ad_id,user_id,car_id,title,description,color,transmission,mileage,negotiable,post_date
136,38,27,2022 Daihatsu Xenia MPV,Warna: Abu-abu Jarak tempuh: 30651 Tipe mobil: Automatic Harga: 220500000 Bisa nego: Tidak,Abu-abu,Automatic,30651,False,2022-03-23 07:07:21
137,8,32,2019 Honda Jazz Hatchback,Warna: Hitam Jarak tempuh: 74645 Tipe mobil: Manual Harga: 250000000 Bisa nego: Tidak,Hitam,Manual,74645,False,2022-07-19 07:58:31
138,55,40,2018 Honda CR-V SUV,Warna: Hijau Jarak tempuh: 56584 Tipe mobil: Manual Harga: 398500000 Bisa nego: Iya,Hijau,Manual,56584,True,2022-03-28 06:00:52
139,31,19,2017 Daihatsu Ayla Hatchback,Warna: Putih Jarak tempuh: 36440 Tipe mobil: Manual Harga: 115000000 Bisa nego: Tidak,Putih,Manual,36440,False,2022-06-08 04:49:09
140,85,43,2013 Honda Civic Sedan,Warna: Hitam Jarak tempuh: 49725 Tipe mobil: Manual Harga: 186000000 Bisa nego: Tidak,Hitam,Manual,49725,False,2022-02-24 05:52:48
141,75,32,2019 Honda Jazz Hatchback,Warna: Merah Jarak tempuh: 29705 Tipe mobil: Manual Harga: 250000000 Bisa nego: Iya,Merah,Manual,29705,True,2022-04-12 17:59:48
142,49,22,2022 Daihatsu Terios SUV,Warna: Kuning Jarak tempuh: 15879 Tipe mobil: Automatic Harga: 223000000 Bisa nego: Iya,Kuning,Automatic,15879,True,2022-06-19 15:58:10
143,5,39,2016 Honda CR-V SUV,Warna: Kuning Jarak tempuh: 29568 Tipe mobil: Manual Harga: 269000000 Bisa nego: Tidak,Kuning,Manual,29568,False,2022-07-12 20:35:03
144,54,31,2018 Honda Jazz Hatchback,Warna: Oranye Jarak tempuh: 20035 Tipe mobil: Manual Harga: 236000000 Bisa nego: Iya,Oranye,Manual,20035,True,2022-07-04 11:24:34
145,72,31,2018 Honda Jazz Hatchback,Warna: Abu-abu Jarak tempuh: 39462 Tipe mobil: Automatic Harga: 236000000 Bisa nego: Iya,Abu-abu,Automatic,39462,True,2022-12-18 12:19:51
146,39,3,2014 Toyota Yaris Hatchback,Warna: Merah Jarak tempuh: 32627 Tipe mobil: Manual Harga: 162000000 Bisa nego: Iya,Merah,Manual,32627,True,2022-11-06 00:19:42
147,30,31,2018 Honda Jazz Hatchback,Warna: Putih Jarak tempuh: 57608 Tipe mobil: Automatic Harga: 236000000 Bisa nego: Iya,Putih,Automatic,57608,True,2022-06-12 20:05:56
148,72,41,2018 Honda Civic Hatchback,Warna: Putih Jarak tempuh: 27056 Tipe mobil: Manual Harga: 350000000 Bisa nego: Iya,Putih,Manual,27056,True,2022-10-23 15:26:54
149,99,43,2013 Honda Civic Sedan,Warna: Putih Jarak tempuh: 20807 Tipe mobil: Manual Harga: 186000000 Bisa nego: Tidak,Putih,Manual,20807,False,2022-12-21 17:34:09
150,65,19,2017 Daihatsu Ayla Hatchback,Warna: Kuning Jarak tempuh: 79234 Tipe mobil: Automatic Harga: 115000000 Bisa nego: Tidak,Kuning,Automatic,79234,False,2022-09-14 03:07:01
151,8,21,2018 Daihatsu Terios SUV,Warna: Biru Jarak tempuh: 75911 Tipe mobil: Manual Harga: 190000000 Bisa nego: Iya,Biru,Manual,75911,True,2022-10-29 21:28:58
152,76,25,2018 Daihatsu Terios SUV,Warna: Kuning Jarak tempuh: 31152 Tipe mobil: Automatic Harga: 201000000 Bisa nego: Iya,Kuning,Automatic,31152,True,2022-05-28 05:28:05
153,5,12,2019 Toyota Calya Wagon,Warna: Abu-abu Jarak tempuh: 37001 Tipe mobil: Manual Harga: 137000000 Bisa nego: Iya,Abu-abu,Manual,37001,True,2022-12-27 12:45:17
154,33,48,2016 Suzuki Ertiga MPV,Warna: Abu-abu Jarak tempuh: 68090 Tipe mobil: Manual Harga: 168000000 Bisa nego: Tidak,Abu-abu,Manual,68090,False,2022-03-15 05:39:10
155,68,35,2013 Honda Jazz Hatchback,Warna: Kuning Jarak tempuh: 46850 Tipe mobil: Automatic Harga: 178000000 Bisa nego: Tidak,Kuning,Automatic,46850,False,2022-03-20 03:19:14
156,24,13,2017 Toyota Calya Wagon,Warna: Hitam Jarak tempuh: 30641 Tipe mobil: Automatic Harga: 115500000 Bisa nego: Iya,Hitam,Automatic,30641,True,2022-10-18 01:41:02
157,89,38,2009 Honda CR-V SUV,Warna: Putih Jarak tempuh: 18213 Tipe mobil: Automatic Harga: 116000000 Bisa nego: Tidak,Putih,Automatic,18213,False,2022-10-31 21:29:35
158,63,22,2022 Daihatsu Terios SUV,Warna: Hitam Jarak tempuh: 27549 Tipe mobil: Manual Harga: 223000000 Bisa nego: Tidak,Hitam,Manual,27549,False,2022-02-28 22:04:06
159,45,22,2022 Daihatsu Terios SUV,Warna: Kuning Jarak tempuh: 55912 Tipe mobil: Manual Harga: 223000000 Bisa nego: Iya,Kuning,Manual,55912,True,2022-01-21 05:07:09
160,2,13,2017 Toyota Calya Wagon,Warna: Biru Jarak tempuh: 33567 Tipe mobil: Automatic Harga: 115500000 Bisa nego: Tidak,Biru,Automatic,33567,False,2022-07-03 21:15:25
161,2,39,2016 Honda CR-V SUV,Warna: Putih Jarak tempuh: 44099 Tipe mobil: Manual Harga: 269000000 Bisa nego: Tidak,Putih,Manual,44099,False,2022-01-10 05:37:11
162,55,45,2019 Honda Civic Hatchback,Warna: Kuning Jarak tempuh: 19820 Tipe mobil: Automatic Harga: 397500000 Bisa nego: Iya,Kuning,Automatic,19820,True,2022-05-21 11:14:33
163,22,20,2017 Daihatsu Ayla Hatchback,Warna: Hijau Jarak tempuh: 65438 Tipe mobil: Automatic Harga: 113000000 Bisa nego: Tidak,Hijau,Automatic,65438,False,2022-08-24 19:40:28
164,69,40,2018 Honda CR-V SUV,Warna: Abu-abu Jarak tempuh: 27296 Tipe mobil: Manual Harga: 398500000 Bisa nego: Tidak,Abu-abu,Manual,27296,False,2022-01-07 14:03:36
165,62,46,2015 Suzuki Ertiga MPV,Warna: Hijau Jarak tempuh: 43287 Tipe mobil: Automatic Harga: 125000000 Bisa nego: Tidak,Hijau,Automatic,43287,False,2022-06-15 21:34:02
166,65,47,2018 Suzuki Ertiga MPV,Warna: Kuning Jarak tempuh: 40144 Tipe mobil: Automatic Harga: 178000000 Bisa nego: Iya,Kuning,Automatic,40144,True,2022-03-04 14:20:22
167,33,17,2019 Daihatsu Ayla Hatchback,Warna: Kuning Jarak tempuh: 58325 Tipe mobil: Manual Harga: 120000000 Bisa nego: Iya,Kuning,Manual,58325,True,2022-05-17 03:49:10
168,40,19,2017 Daihatsu Ayla Hatchback,Warna: Abu-abu Jarak tempuh: 74724 Tipe mobil: Manual Harga: 115000000 Bisa nego: Iya,Abu-abu,Manual,74724,True,2022-11-01 10:40:45
169,49,19,2017 Daihatsu Ayla Hatchback,Warna: Kuning Jarak tempuh: 63627 Tipe mobil: Manual Harga: 115000000 Bisa nego: Tidak,Kuning,Manual,63627,False,2022-09-16 13:38:46
170,2,44,2013 Honda Civic Sedan,Warna: Merah Jarak tempuh: 27010 Tipe mobil: Manual Harga: 179000000 Bisa nego: Iya,Merah,Manual,27010,True,2022-11-07 14:13:30
171,85,12,2019 Toyota Calya Wagon,Warna: Hitam Jarak tempuh: 19469 Tipe mobil: Manual Harga: 137000000 Bisa nego: Tidak,Hitam,Manual,19469,False,2022-05-14 02:58:10
172,31,3,2014 Toyota Yaris Hatchback,Warna: Hijau Jarak tempuh: 49415 Tipe mobil: Manual Harga: 162000000 Bisa nego: Iya,Hijau,Manual,49415,True,2022-11-03 07:18:58
173,30,24,2017 Daihatsu Terios SUV,Warna: Biru Jarak tempuh: 37215 Tipe mobil: Manual Harga: 166000000 Bisa nego: Iya,Biru,Manual,37215,True,2022-10-20 07:59:03
174,82,39,2016 Honda CR-V SUV,Warna: Hijau Jarak tempuh: 20590 Tipe mobil: Automatic Harga: 269000000 Bisa nego: Iya,Hijau,Automatic,20590,True,2022-04-03 15:29:40
175,70,27,2022 Daihatsu Xenia MPV,Warna: Abu-abu Jarak tempuh: 61671 Tipe mobil: Manual Harga: 220500000 Bisa nego: Tidak,Abu-abu,Manual,61671,False,2022-03-27 05:56:45
176,66,32,2019 Honda Jazz Hatchback,Warna: Kuning Jarak tempuh: 74689 Tipe mobil: Manual Harga: 250000000 Bisa nego: Tidak,Kuning,Manual,74689,False,2022-06-28 14:30:15
177,45,33,2018 Honda Jazz Hatchback,Warna: Hitam Jarak tempuh: 67236 Tipe mobil: Manual Harga: 216000000 Bisa nego: Iya,Hitam,Manual,67236,True,2022-11-20 00:51:46
178,75,4,2020 Toyota Yaris Hatchback,Warna: Biru Jarak tempuh: 24994 Tipe mobil: Automatic Harga: 220000000 Bisa nego: Iya,Biru,Automatic,24994,True,2022-12-13 23:32:13
179,97,36,2018 Honda CR-V SUV,Warna: Merah Jarak tempuh: 74658 Tipe mobil: Automatic Harga: 415000000 Bisa nego: Tidak,Merah,Automatic,74658,False,2022-12-30 01:40:46
180,22,43,2013 Honda Civic Sedan,Warna: Hitam Jarak tempuh: 15317 Tipe mobil: Automatic Harga: 186000000 Bisa nego: Iya,Hitam,Automatic,15317,True,2022-02-19 07:47:55
181,85,47,2018 Suzuki Ertiga MPV,Warna: Kuning Jarak tempuh: 24896 Tipe mobil: Manual Harga: 178000000 Bisa nego: Iya,Kuning,Manual,24896,True,2022-10-13 13:42:02
182,33,31,2018 Honda Jazz Hatchback,Warna: Silver Jarak tempuh: 26088 Tipe mobil: Manual Harga: 236000000 Bisa nego: Tidak,Silver,Manual,26088,False,2022-06-22 23:24:51
183,3,5,2012 Toyota Yaris Hatchback,Warna: Merah Jarak tempuh: 23734 Tipe mobil: Automatic Harga: 124000000 Bisa nego: Iya,Merah,Automatic,23734,True,2022-03-07 23:52:55
184,72,8,2016 Toyota Agya Hatchback,Warna: Hijau Jarak tempuh: 41123 Tipe mobil: Automatic Harga: 110000000 Bisa nego: Tidak,Hijau,Automatic,41123,False,2022-08-08 13:59:11
185,52,39,2016 Honda CR-V SUV,Warna: Abu-abu Jarak tempuh: 50454 Tipe mobil: Automatic Harga: 269000000 Bisa nego: Iya,Abu-abu,Automatic,50454,True,2023-01-01 04:13:04
186,5,44,2013 Honda Civic Sedan,Warna: Hijau Jarak tempuh: 79238 Tipe mobil: Automatic Harga: 179000000 Bisa nego: Tidak,Hijau,Automatic,79238,False,2022-07-10 08:55:47
187,52,42,2010 Honda Civic Sedan,Warna: Kuning Jarak tempuh: 40175 Tipe mobil: Automatic Harga: 165000000 Bisa nego: Iya,Kuning,Automatic,40175,True,2022-05-07 06:20:41
188,6,6,2019 Toyota Agya Hatchback,Warna: Putih Jarak tempuh: 50797 Tipe mobil: Manual Harga: 114000000 Bisa nego: Iya,Putih,Manual,50797,True,2022-12-27 07:23:09
189,68,14,2016 Toyota Calya Wagon,Warna: Putih Jarak tempuh: 67411 Tipe mobil: Manual Harga: 104000000 Bisa nego: Iya,Putih,Manual,67411,True,2022-07-31 20:53:26
190,31,6,2019 Toyota Agya Hatchback,Warna: Silver Jarak tempuh: 54295 Tipe mobil: Automatic Harga: 114000000 Bisa nego: Tidak,Silver,Automatic,54295,False,2022-11-05 12:54:57
191,34,9,2022 Toyota Agya Hatchback,Warna: Silver Jarak tempuh: 67037 Tipe mobil: Manual Harga: 155500000 Bisa nego: Iya,Silver,Manual,67037,True,2022-07-24 14:40:31
192,36,44,2013 Honda Civic Sedan,Warna: Merah Jarak tempuh: 29781 Tipe mobil: Automatic Harga: 179000000 Bisa nego: Tidak,Merah,Automatic,29781,False,2022-12-28 04:51:36
193,52,40,2018 Honda CR-V SUV,Warna: Abu-abu Jarak tempuh: 74865 Tipe mobil: Manual Harga: 398500000 Bisa nego: Iya,Abu-abu,Manual,74865,True,2022-11-29 03:20:45
194,2,19,2017 Daihatsu Ayla Hatchback,Warna: Silver Jarak tempuh: 38046 Tipe mobil: Automatic Harga: 115000000 Bisa nego: Iya,Silver,Automatic,38046,True,2022-02-06 06:21:24
195,63,43,2013 Honda Civic Sedan,Warna: Kuning Jarak tempuh: 10868 Tipe mobil: Manual Harga: 186000000 Bisa nego: Iya,Kuning,Manual,10868,True,2022-02-03 10:01:48
196,91,37,2017 Honda CR-V SUV,Warna: Hijau Jarak tempuh: 58168 Tipe mobil: Manual Harga: 345000000 Bisa nego: Iya,Hijau,Manual,58168,True,2022-12-28 10:17:05
197,24,45,2019 Honda Civic Hatchback,Warna: Hitam Jarak tempuh: 46457 Tipe mobil: Manual Harga: 397500000 Bisa nego: Tidak,Hitam,Manual,46457,False,2022-06-23 22:42:33
198,97,50,2018 Suzuki Ertiga MPV,Warna: Abu-abu Jarak tempuh: 34911 Tipe mobil: Automatic Harga: 167000000 Bisa nego: Iya,Abu-abu,Automatic,34911,True,2022-08-11 05:35:41
199,34,29,2014 Daihatsu Xenia MPV,Warna: Hijau Jarak tempuh: 79713 Tipe mobil: Automatic Harga: 100000000 Bisa nego: Iya,Hijau,Automatic,79713,True,2022-11-19 06:52:07
200,46,41,2018 Honda Civic Hatchback,Warna: Oranye Jarak tempuh: 42421 Tipe mobil: Manual Harga: 350000000 Bisa nego: Iya,Oranye,Manual,42421,True,2022-12-31 13:56:50
